index,id,country,genus,species,lat,lon,date,upper,lower
1,KT12_H1,chad,australopithecus,bahrelghazali,16.00583,18.87611,3.58,3.85,3.31
2,KT12_H2,chad,australopithecus,bahrelghazali,16.00583,18.87611,3.58,3.85,3.31
3,KT13,chad,australopithecus,indet,15.96917,18.86944,3.25,3.5,3.0
4,#Ish25,democratic_republic_of_congo,indet,indet,-0.13701,29.60185,2.175,2.35,2.0
5,DIK-1-1,ethiopia,australopithecus,afarensis,11.09404,40.6042,3.33,3.35,3.31
6,DIK-2-1,ethiopia,australopithecus,afarensis,11.08035,40.58212,3.4,3.4,3.4
7,FJ-1-Hd1,ethiopia,homo,habilis,4.50111,36.33389,1.95,2.0,1.9
8,FJ-1-Hd2,ethiopia,australopithecus,boisei,4.50111,36.33389,2.095,2.23,1.96
9,FJ-1-Hd3,ethiopia,homo,habilis,4.50111,36.33389,1.95,2.0,1.9
10,FJ-1-Hd4,ethiopia,homo,habilis,4.50111,36.33389,1.95,2.0,1.9
11,DAN5_P1,ethiopia,homo,erectus,11.08984,40.51943,1.55,1.6,1.5
12,A_L_1017-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.01,3.12,2.9
13,A_L_1030-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.228,3.256,3.2
14,A_L_1044-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.2,3.256,3.2
15,A_L_1045-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.35,3.8,2.9
16,A_L_1117-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.35,3.8,2.9
17,A_L_1180-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.338,3.42,3.256
18,A_L_125-11,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.39,3.42,3.36
19,A_L_1256-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.35,3.8,2.9
20,A_L_128-1,ethiopia,australopithecus,afarensis,11.11434,40.58845,3.39,3.42,3.36
21,A_L_128-23,ethiopia,australopithecus,afarensis,11.11434,40.58845,3.39,3.42,3.36
22,A_L_129-1,ethiopia,australopithecus,afarensis,11.11433,40.58863,3.39,3.42,3.36
23,A_L_129-52,ethiopia,australopithecus,afarensis,11.11433,40.58863,3.39,3.42,3.36
24,A_L_137-48,ethiopia,australopithecus,afarensis,11.1147,40.58744,3.36,3.42,3.3
25,A_L_137-50,ethiopia,australopithecus,afarensis,11.1147,40.58744,3.4,3.42,3.36
26,A_L_145-35,ethiopia,australopithecus,afarensis,11.11616,40.58801,3.39,3.42,3.36
27,A_L_1496-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.35,3.8,2.9
28,A_L_1515-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.03,3.12,2.94
29,A_L_152-2,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.35,3.42,3.36
30,A_L_161-40,ethiopia,australopithecus,afarensis,11.13151,40.60369,3.228,3.256,3.2
31,A_L_162-28,ethiopia,australopithecus,afarensis,11.13363,40.60143,3.228,3.256,3.2
32,A_L_166-9,ethiopia,australopithecus,afarensis,11.11542,40.59136,3.36,3.42,3.3
33,A_L_176-35,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.228,3.256,3.2
34,A_L_188-1,ethiopia,australopithecus,afarensis,11.13526,40.60425,3.228,3.256,3.2
35,A_L_1920-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.36,3.42,3.3
36,A_L_198-1,ethiopia,australopithecus,afarensis,11.10493,40.57751,3.39,3.42,3.36
37,A_L_198-17,ethiopia,australopithecus,afarensis,11.10493,40.57751,3.39,3.42,3.36
38,A_L_198-18,ethiopia,australopithecus,afarensis,11.10493,40.57751,3.39,3.42,3.36
39,A_L_198-22,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.39,3.42,3.36
40,A_L_199-1,ethiopia,australopithecus,afarensis,11.10554,40.57898,3.39,3.42,3.36
41,A_L_200-1,ethiopia,australopithecus,afarensis,11.10554,40.57915,3.39,3.42,3.36
42,A_L_207-13,ethiopia,australopithecus,afarensis,11.11458,40.57125,3.228,3.256,3.2
43,A_L_207-17,ethiopia,australopithecus,afarensis,11.11458,40.57125,3.256,3.256,3.256
44,A_L_211-1,ethiopia,australopithecus,afarensis,11.1288,40.60195,3.278,3.3,3.256
45,A_L_223-1,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.35,3.8,2.9
46,A_L_223-23,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.33,3.36,3.3
47,A_L_224-9,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.39,3.42,3.36
48,A_L_225-8,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.338,3.42,3.256
49,A_L_228-1,ethiopia,australopithecus,afarensis,11.10374,40.5781,3.33,3.36,3.3
50,A_L_228-2,ethiopia,australopithecus,afarensis,11.10374,40.5781,3.33,3.36,3.3
51,A_L_237-3,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.4,3.42,3.36
52,A_L_241-14,ethiopia,australopithecus,afarensis,11.11365,40.56855,3.228,3.256,3.2
53,A_L_249-26,ethiopia,australopithecus,afarensis,11.11464,40.58598,3.39,3.42,3.36
54,A_L_249-27,ethiopia,australopithecus,afarensis,11.11464,40.58598,3.39,3.42,3.36
55,A_L_266-1,ethiopia,australopithecus,afarensis,11.12906,40.59745,3.33,3.36,3.3
56,A_L_277-1,ethiopia,australopithecus,afarensis,11.0915,40.5922,3.36,3.42,3.3
57,A_L_288-1,ethiopia,australopithecus,afarensis,11.13269,40.60211,3.2,3.2,3.12
58,A_L_293-3,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.228,3.256,3.2
59,A_L_309-8,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.228,3.256,3.2
60,A_L_311-1,ethiopia,australopithecus,afarensis,11.10315,40.57371,3.33,3.36,3.3
61,A_L_315-22,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.228,3.256,3.2
62,A_L_322-1,ethiopia,australopithecus,afarensis,11.12797,40.58087,3.278,3.3,3.256
63,A_L_330-5,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.308,3.36,3.256
64,A_L_330-6,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.2,3.256,3.2
65,A_L_330-7,ethiopia,australopithecus,afarensis,11.12014,40.5954,3.308,3.36,3.256
66,A_L_333-1,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
67,A_L_333-10,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
68,A_L_333-100,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
69,A_L_333-101,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
70,A_L_333-102,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
71,A_L_333-103,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
72,A_L_333-104,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
73,A_L_333-105,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
74,A_L_333-106,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
75,A_L_333-107,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
76,A_L_333-108,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
77,A_L_333-109,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
78,A_L_333-11,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
79,A_L_333-110,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
80,A_L_333-111,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
81,A_L_333-112,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
82,A_L_333-113,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
83,A_L_333-114,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
84,A_L_333-115,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
85,A_L_333-116,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
86,A_L_333-117,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
87,A_L_333-118,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
88,A_L_333-119,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
89,A_L_333-12,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
90,A_L_333-120,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
91,A_L_333-121,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
92,A_L_333-122,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
93,A_L_333-123,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
94,A_L_333-124,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
95,A_L_333-125,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
96,A_L_333-126,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
97,A_L_333-127,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
98,A_L_333-128,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
99,A_L_333-129,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
100,A_L_333-13,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
101,A_L_333-130,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
102,A_L_333-131,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
103,A_L_333-132,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
104,A_L_333-134,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
105,A_L_333-135,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
106,A_L_333-14,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
107,A_L_333-140,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
108,A_L_333-141,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
109,A_L_333-142,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
110,A_L_333-144,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
111,A_L_333-145,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
112,A_L_333-147,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
113,A_L_333-148,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
114,A_L_333-149,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
115,A_L_333-15,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
116,A_L_333-150,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
117,A_L_333-151,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
118,A_L_333-152,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
119,A_L_333-153,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
120,A_L_333-154,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
121,A_L_333-155,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
122,A_L_333-156,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
123,A_L_333-157,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
124,A_L_333-158,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
125,A_L_333-159,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
126,A_L_333-16,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
127,A_L_333-160,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
128,A_L_333-161,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
129,A_L_333-162,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
130,A_L_333-163,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
131,A_L_333-164,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
132,A_L_333-165,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
133,A_L_333-166,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
134,A_L_333-167,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
135,A_L_333-168,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
136,A_L_333-17,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
137,A_L_333-18,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
138,A_L_333-19,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
139,A_L_333-2,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
140,A_L_333-20,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
141,A_L_333-21,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
142,A_L_333-22,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
143,A_L_333-23,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
144,A_L_333-24,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
145,A_L_333-25,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
146,A_L_333-26,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
147,A_L_333-27,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
148,A_L_333-28,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
149,A_L_333-29,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
150,A_L_333-3,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
151,A_L_333-30,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
152,A_L_333-31,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
153,A_L_333-32,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
154,A_L_333-33,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
155,A_L_333-34,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
156,A_L_333-35,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
157,A_L_333-36,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
158,A_L_333-37,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
159,A_L_333-38,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
160,A_L_333-39,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
161,A_L_333-4,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
162,A_L_333-40,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
163,A_L_333-41,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
164,A_L_333-42,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
165,A_L_333-43,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
166,A_L_333-44,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
167,A_L_333-45,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
168,A_L_333-46,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
169,A_L_333-47,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
170,A_L_333-48,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
171,A_L_333-49,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
172,A_L_333-5,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
173,A_L_333-50,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
174,A_L_333-51,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
175,A_L_333-52,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
176,A_L_333-54,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
177,A_L_333-55,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
178,A_L_333-56,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
179,A_L_333-57,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
180,A_L_333-58,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
181,A_L_333-59,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
182,A_L_333-6,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
183,A_L_333-60,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
184,A_L_333-61,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
185,A_L_333-62,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
186,A_L_333-63,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
187,A_L_333-64,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
188,A_L_333-65,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
189,A_L_333-66,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
190,A_L_333-67,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
191,A_L_333-68,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
192,A_L_333-69,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
193,A_L_333-7,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
194,A_L_333-70,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
195,A_L_333-71,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
196,A_L_333-72,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
197,A_L_333-73,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
198,A_L_333-74,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
199,A_L_333-75,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
200,A_L_333-76,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
201,A_L_333-77,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
202,A_L_333-78,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
203,A_L_333-79,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
204,A_L_333-8,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
205,A_L_333-80,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
206,A_L_333-81,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
207,A_L_333-82,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
208,A_L_333-83,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
209,A_L_333-84,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
210,A_L_333-85,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
211,A_L_333-86,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
212,A_L_333-87,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
213,A_L_333-88,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
214,A_L_333-89,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
215,A_L_333-9,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
216,A_L_333-90,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
217,A_L_333-91,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
218,A_L_333-93,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
219,A_L_333-94,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
220,A_L_333-95,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
221,A_L_333-96,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
222,A_L_333-97,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
223,A_L_333-98,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
224,A_L_333-99,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
225,A_L_333n-1,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
226,A_L_333n-2,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
227,A_L_333n-3,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
228,A_L_333w-1,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
229,A_L_333w-10,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
230,A_L_333w-11,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
231,A_L_333w-12,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
232,A_L_333w-14,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
233,A_L_333w-16,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
234,A_L_333w-17,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
235,A_L_333w-18,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
236,A_L_333w-19,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
237,A_L_333w-2,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
238,A_L_333w-20,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
239,A_L_333w-21,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
240,A_L_333w-22,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
241,A_L_333w-23,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
242,A_L_333w-25,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
243,A_L_333w-26,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
244,A_L_333w-27,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
245,A_L_333w-28,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
246,A_L_333w-29,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
247,A_L_333w-3,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
248,A_L_333w-30,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
249,A_L_333w-31,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
250,A_L_333w-32,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
251,A_L_333w-33,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
252,A_L_333w-34,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
253,A_L_333w-35,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
254,A_L_333w-36,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
255,A_L_333w-37,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
256,A_L_333w-38,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
257,A_L_333w-39,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
258,A_L_333w-4,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
259,A_L_333w-40,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
260,A_L_333w-41,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
261,A_L_333w-42,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
262,A_L_333w-43,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
263,A_L_333w-44,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
264,A_L_333w-45,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
265,A_L_333w-46,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
266,A_L_333w-47,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
267,A_L_333w-48,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
268,A_L_333w-5,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
269,A_L_333w-50,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
270,A_L_333w-51,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
271,A_L_333w-52,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
272,A_L_333w-53,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
273,A_L_333w-54,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
274,A_L_333w-55,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
275,A_L_333w-56,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
276,A_L_333w-57,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
277,A_L_333w-58,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
278,A_L_333w-59,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
279,A_L_333w-6,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
280,A_L_333w-60,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
281,A_L_333w-7,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
282,A_L_333w-8,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
283,A_L_333w-9,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
284,A_L_333x-1,ethiopia,australopithecus,afarensis,11.12605,40.57866,3.228,3.256,3.2
