index,id,country,genus,species,lat,lon,date,upper,lower
1695,TM_1516_STS_50,south_africa,australopithecus,africanus,-26.016,27.734,2.34,2.61,2.07
1696,TM_1526,south_africa,australopithecus,indet,-26.016,27.734,2.34,2.61,2.07
1697,TM_1532,south_africa,australopithecus,africanus,-26.016,27.734,2.34,2.61,2.07
1698,TM_1561,south_africa,australopithecus,africanus,-26.016,27.734,2.34,2.61,2.07
1699,SK_102,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1700,SK_13,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1701,SK_14132,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1702,SK_14133,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1703,SK_14147_SKW_27,south_africa,indet,indet,-26.0173,27.723,2.22,2.31,2.13
1704,SK_17,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1705,SK_1813,south_africa,indet,indet,-26.0173,27.723,2.13,2.31,2.13
1706,SK_1896,south_africa,homo,erectus,-26.0173,27.723,2.22,2.31,2.13
1707,SK_2,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1708,SK_24601,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1709,SK_25600,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1710,SK_2598,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1711,SK_27,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1712,SK_3155b,south_africa,homo,erectus,-26.0173,27.723,2.22,2.31,2.13
1713,SK_3981,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1714,SK_40,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1715,SK_45690,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1716,SK_47,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1717,SK_48,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1718,SK_49,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1719,SK_50,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1720,SK_52,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1721,SK_55,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1723,SK_65,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1724,SK_68,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1725,SK_69,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1726,SK_73,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1727,SK_7923,south_africa,indet,indet,-26.0173,27.723,2.22,2.31,2.13
1728,SK_82,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1729,SK_829,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1730,SK_832,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1731,SK_838,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1732,SK_839,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1733,SK_84,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1734,SK_847,south_africa,homo,indet,-26.0173,27.723,2.22,2.31,2.13
1735,SK_85,south_africa,homo,erectus,-26.0173,27.723,2.22,2.31,2.13
1736,SK_853,south_africa,homo,erectus,-26.0173,27.723,2.22,2.31,2.13
1737,SK_854,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1738,SK_89,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1739,SK_97,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1740,SKW_10,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1741,SKW_11,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1742,SKW_12,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1743,SKW_14,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1744,SKW_14133,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1745,SKW_15,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1746,SKW_18,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1747,SKW_19,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1748,SKW_2581,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1749,SKW_2637,south_africa,indet,indet,-26.0173,27.723,2.22,2.31,2.13
1750,SKW_2702,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1751,SKW_2837,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1752,SKW_29,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1753,SKW_3033,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1754,SKW_3068,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1755,SKW_3114,south_africa,homo,indet,-26.0173,27.723,2.22,2.31,2.13
1756,SKW_34,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1757,SKW_4767,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1758,SKW_4768,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1759,SKW_4769,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1760,SKW_4770,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1761,SKW_4771,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1762,SKW_4772,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1763,SKW_4776,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1764,SKW_5,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1765,SKW_6,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1766,SKW_8,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1767,SKX_10641,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1768,SKX_13476,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1769,SKX_15468,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1770,SKX_16060,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1771,SKX_16699,south_africa,indet,indet,-26.0173,27.723,2.22,2.31,2.13
1772,SKX_19031,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1773,SKX_2003,south_africa,paranthropus,robustus,-26.0173,27.723,2.13,2.31,2.13
1774,SKX_21204,south_africa,homo,indet,-26.0173,27.723,2.22,2.31,2.13
1775,SKX_240,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1776,SKX_242,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1777,SKX_268,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1778,SKX_3300,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1779,SKX_334,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1780,SKX_3354,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1781,SKX_3355,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1782,SKX_3356,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1783,SKX_34805,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1784,SKX_3601,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1785,SKX_3602,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1786,SKX_3699,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1787,SKX_3774,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1788,SKX_38529,south_africa,indet,indet,-26.0173,27.723,2.22,2.31,2.13
1789,SKX_3890,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1790,SKX_4024,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1791,SKX_42695,south_africa,indet,indet,-26.0173,27.723,2.22,2.31,2.13
1792,SKX_45690,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1793,SKX_5002,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1794,SKX_5004b,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1795,SKX_5007,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1796,SKX_5014,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1797,SKX_5015,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1798,SKX_5016,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1799,SKX_5017,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1800,SKX_5018,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1801,SKX_5019,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1802,SKX_5020,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1803,SKX_5021,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1804,SKX_5022,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1805,SKX_5023,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1806,SKX_5024,south_africa,indet,indet,-26.0173,27.723,2.22,2.31,2.13
1807,SKX_6013,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1808,SKX_6277,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1809,SKX_7781,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1810,SKX_7992,south_africa,paranthropus,robustus,-26.0173,27.723,2.13,2.31,2.13
1811,SKX_8761,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1812,SKX_8963,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1813,SKX_9449,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1814,SWT1_HR-1,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1815,SWT1_LB-10,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1816,SWT1_LB-11,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1817,SWT1_LB-12,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1818,SWT1_LB-13,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1819,SWT1_LB-14,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1820,SWT1_LB-15,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1821,SWT1_LB-16,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1822,SWT1_LB-17,south_africa,indet,indet,-26.0173,27.723,2.22,2.31,2.13
1823,SWT1_LB-18,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1824,SWT1_LB-19,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1825,SWT1_LB-2,south_africa,paranthropus,indet,-26.0173,27.723,2.22,2.31,2.13
1826,SWT1_LB-20,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1827,SWT1_LB-3,south_africa,paranthropus,robustus,-26.0173,27.723,2.22,2.31,2.13
1828,SWT1_LB-4,south_africa,indet,indet,-26.0173,27.723,2.22,2.31,2.13
1829,SWT1_LB-5,south_africa,homo,indet,-26.0173,27.723,2.22,2.31,2.13
1830,SWT1_LB-6,south_africa,indet,indet,-26.0173,27.723,2.22,2.31,2.13
1831,SWT1_LB-8,south_africa,indet,indet,-26.0173,27.723,2.22,2.31,2.13
1832,EP_1000_98,tanzania,indet,indet,-3.21773,35.19144,2.66,2.676,2.644
1833,EP_1500_01,tanzania,paranthropus,aethiopicus,-3.21773,35.19144,2.66,2.676,2.644
1834,OH10,tanzania,homo,habilis,-2.98915,35.34811,1.8017,1.8017,1.8017
1835,OH13,tanzania,homo,habilis,-2.99563,35.34189,1.67,1.67,1.67
1836,OH14,tanzania,homo,habilis,-2.99563,35.34189,1.67,1.67,1.67
1837,OH15,tanzania,homo,habilis,-2.99563,35.34189,1.67,1.67,1.67
1838,OH16,tanzania,homo,habilis,-2.99067,35.34938,1.8017,1.8017,1.8017
1839,OH21_,tanzania,homo,habilis,-2.98915,35.34811,1.8017,1.8017,1.8017
1840,OH24,tanzania,homo,habilis,-2.98111,35.37812,1.8625,1.877,1.848
1841,OH26,tanzania,paranthropus,boisei,-2.98994,35.34844,1.75085,1.8017,1.7
1842,OH27,tanzania,homo,habilis,-2.99588,35.35441,1.774,1.848,1.7
1843,OH30,tanzania,paranthropus,boisei,-2.99048,35.34973,1.75085,1.8017,1.7
1844,OH30B,tanzania,paranthropus,boisei,-2.99042,35.34972,1.75085,1.8017,1.7
1845,OH31,tanzania,homo,habilis,-2.99416,35.35345,1.82485,1.848,1.8017
1846,OH33,tanzania,homo,habilis,-2.98751,35.34829,1.83395,1.848,1.8199
1847,OH35,tanzania,homo,habilis,-2.9896,35.3488,1.842,1.845,1.839
1848,OH37,tanzania,homo,habilis,-2.99207,35.35065,1.67,1.7,1.664
1849,OH39,tanzania,homo,habilis,-2.99588,35.35441,1.82485,1.848,1.8017
1850,OH4,tanzania,homo,habilis,-2.99387,35.35472,1.848,1.848,1.848
1851,OH40,tanzania,homo,habilis,-2.99179,35.35033,1.67,1.7,1.664
1852,OH41,tanzania,homo,habilis,-2.99488,35.35542,1.67,1.7,1.664
1853,OH42,tanzania,homo,habilis,-2.99588,35.35441,1.8017,1.8017,1.8017
1854,OH43,tanzania,homo,habilis,-2.98813,35.34823,1.83395,1.848,1.8199
1855,OH44,tanzania,homo,habilis,-2.9896,35.3488,1.83395,1.848,1.8199
1856,OH45,tanzania,homo,habilis,-2.98813,35.34823,1.83395,1.848,1.8199
1857,OH46,tanzania,paranthropus,boisei,-2.98813,35.34823,1.83395,1.848,1.8199
1858,OH48,tanzania,homo,habilis,-2.98813,35.34823,1.84,1.848,1.832
1859,OH49,tanzania,homo,habilis,-2.98813,35.34823,1.84,1.848,1.832
1860,OH5,tanzania,paranthropus,boisei,-2.99182,35.34507,1.842,1.845,1.839
1861,OH50,tanzania,homo,habilis,-2.98813,35.34823,1.84,1.848,1.832
1862,OH52,tanzania,homo,habilis,-2.98111,35.37812,1.848,1.848,1.848
1863,OH53,tanzania,indet,indet,-2.9982,35.3309,1.5,1.5,1.5
1864,OH54,tanzania,indet,indet,-2.99034,35.34933,1.67,1.7,1.664
1865,OH55,tanzania,homo,habilis,-2.99245,35.34885,1.8017,1.8017,1.8017
1866,OH56,tanzania,homo,habilis,-2.98741,35.37573,1.8625,1.877,1.848
1867,OH57,tanzania,homo,habilis,-2.99657,35.35352,1.67,1.7,1.664
1868,OH58,tanzania,indet,indet,-2.98622,35.37035,1.8017,1.8017,1.8017
1869,OH6,tanzania,homo,habilis,-2.98953,35.34874,1.83395,1.848,1.8199
1870,OH60,tanzania,paranthropus,boisei,-2.98933,35.34842,1.8017,1.8017,1.8017
1871,OH62,tanzania,homo,habilis,-2.98933,35.34842,1.8199,1.8199,1.8199
1872,OH63,tanzania,australopithecus,indet,-2.98881,35.34689,1.8017,1.8017,1.8017
1873,OH64,tanzania,paranthropus,boisei,-2.99453,35.35126,1.75085,1.8017,1.7
1874,OH65,tanzania,homo,habilis,-2.95483,35.24619,1.82,1.82,1.82
1875,OH66,tanzania,paranthropus,boisei,-2.9899,35.34832,1.8017,1.8017,1.8017
1876,OH67,tanzania,indet,indet,-2.99657,35.35352,1.75085,1.8017,1.7
1877,OH68,tanzania,australopithecus,indet,-2.99828,35.34964,1.75085,1.8017,1.7
1878,OH69,tanzania,homo,habilis,-2.99508,35.35802,1.75085,1.8017,1.7
1879,OH7,tanzania,homo,habilis,-2.98794,35.34823,1.842,1.845,1.839
1880,OH70,tanzania,australopithecus,indet,-2.99508,35.35802,1.75085,1.8017,1.7
1881,OH71,tanzania,indet,indet,-2.9857,35.3751,1.8675,1.976,1.859
1882,OH72,tanzania,homo,indet,-2.9857,35.3751,1.8675,1.976,1.859
1883,OH73,tanzania,homo,indet,-2.99453,35.35126,1.67,1.7,1.664
1884,OH74,tanzania,paranthropus,boisei,-2.99034,35.34933,1.82485,1.848,1.8017
1885,OH7x,tanzania,homo,habilis,-2.98813,35.34816,1.842,1.845,1.839
1886,OH8,tanzania,homo,habilis,-2.98787,35.34819,1.842,1.845,1.839
1887,OH81,tanzania,homo,erectus,-2.9982,35.3309,1.5,1.5,1.5
1888,OH84,tanzania,paranthropus,boisei,-2.99268,35.35232,1.84,1.84,1.84
1889,OH86,tanzania,homo,indet,-2.99305,35.34952,1.832,1.832,1.832
1890,OH87,tanzania,indet,indet,-2.99276,35.35357,1.84,1.84,1.84
1891,OH89,tanzania,indet,indet,-2.9899,35.34832,1.8017,1.8017,1.8017
1892,NMT-W64-160,tanzania,paranthropus,boisei,2.27717,35.93195,1.3,1.3,1.3
